,loss,accuracy,top_3_accuracy,top_5_accuracy,val_loss,val_accuracy,val_top_3_accuracy,val_top_5_accuracy
0,4.182488918304443,0.06845343112945557,0.1597948521375656,0.22713832557201385,3.9489409923553467,0.09344004839658737,0.2172481119632721,0.30969250202178955
1,3.5778610706329346,0.12014276534318924,0.26338401436805725,0.3629065454006195,3.746084690093994,0.12342511117458344,0.2771799564361572,0.3753302991390228
2,3.450307846069336,0.13947124779224396,0.2987876534461975,0.4056301414966583,3.9019277095794678,0.11522996425628662,0.2543943524360657,0.3538467288017273
3,3.3895483016967773,0.14613094925880432,0.31362849473953247,0.4214756488800049,3.6810476779937744,0.1464787721633911,0.30900317430496216,0.40745988488197327
4,3.354379177093506,0.15143193304538727,0.32075706124305725,0.4311686158180237,3.7656078338623047,0.12059127539396286,0.25140735507011414,0.3473365902900696
5,3.3230183124542236,0.15733572840690613,0.32996201515197754,0.4411964416503906,3.6996421813964844,0.1376325935125351,0.2983188331127167,0.40470263361930847
6,3.2965595722198486,0.16109617054462433,0.33837276697158813,0.45039182901382446,3.619178533554077,0.1671198308467865,0.3321717083454132,0.4338069260120392
7,3.274402141571045,0.1637658029794693,0.34190356731414795,0.45588418841362,3.6368508338928223,0.16340519487857819,0.3357331454753876,0.44284456968307495
8,3.256108283996582,0.16793769598007202,0.3503813147544861,0.46339550614356995,3.679210901260376,0.16558802127838135,0.32481905817985535,0.4285987913608551
9,3.237055778503418,0.17180338501930237,0.35556745529174805,0.46971073746681213,3.660270929336548,0.16937923431396484,0.3387584686279297,0.4505035877227783
10,3.2187957763671875,0.17515237629413605,0.36117464303970337,0.476313054561615,3.692927122116089,0.1691494584083557,0.34300923347473145,0.455022394657135
11,3.207550048828125,0.17724789679050446,0.3633084297180176,0.47764307260513306,3.6629347801208496,0.16260100901126862,0.3480641841888428,0.46042200922966003
12,3.19503116607666,0.17645370960235596,0.36684879660606384,0.48287707567214966,3.5556259155273438,0.18657374382019043,0.3634971082210541,0.46685558557510376
13,3.1858232021331787,0.17879800498485565,0.36851370334625244,0.48618778586387634,3.5184874534606934,0.16689005494117737,0.3417837917804718,0.45387354493141174
14,3.173241376876831,0.1816398650407791,0.37204450368881226,0.48799625039100647,3.6283628940582275,0.17317044734954834,0.35779112577438354,0.46444299817085266
